,From,To,Day,Month,Distance,Occupancy,Fuel_Cost,Ground_Cost,Price
3141,1,3,2,5,2079.0,75,8108.1,1770,2459.661972
3142,7,2,5,12,1561.76,90,6090.864,1925,1749.1712
3143,2,1,5,6,1717.93,89,6699.927,1400,2273.730882
3144,1,3,2,6,2079.0,77,8108.1,1770,1856.25
3145,7,2,5,9,1561.76,85,6090.864,1925,1847.716056
3146,7,2,4,4,1561.76,78,6090.864,1925,1791.430588
3147,1,3,5,9,2079.0,76,8108.1,1770,2440.565217
3148,7,2,5,6,1561.76,81,6090.864,1925,2090.355692
3149,4,6,4,3,623.48,85,2431.572,1950,608.9804651
3150,1,3,2,6,2079.0,83,8108.1,1770,1930.5
3151,1,3,7,5,2079.0,94,8108.1,1770,3248.4375
3152,1,3,5,3,2079.0,80,8108.1,1770,2835.0
3153,1,3,6,9,2079.0,82,8108.1,1770,2878.615385
3154,7,2,6,1,1561.76,86,6090.864,1925,1615.613793
3155,1,3,2,6,2079.0,81,8108.1,1770,2425.5
3156,7,2,4,12,1561.76,87,6090.864,1925,1579.92
3157,1,3,4,5,2079.0,90,8108.1,1770,2711.73913
3158,7,2,7,5,1561.76,93,6090.864,1925,2581.684898
3159,2,1,7,6,1717.93,100,6699.927,1400,2977.745333
3160,1,3,6,12,2079.0,85,8108.1,1770,2153.25
3161,2,1,1,3,1717.93,93,6699.927,1400,3070.342979
3162,4,6,3,5,623.48,90,2431.572,1950,588.4530337
3163,7,2,6,5,1561.76,87,6090.864,1925,1845.716364
3164,7,2,6,5,1561.76,78,6090.864,1925,1470.96
3165,7,2,6,5,1561.76,81,6090.864,1925,1987.694545
3166,1,3,3,5,2079.0,83,8108.1,1770,1878.614458
3167,4,6,3,3,623.48,81,2431.572,1950,609.4692135
3168,1,3,6,12,2079.0,75,8108.1,1770,2102.359551
3169,1,3,4,5,2079.0,90,8108.1,1770,2728.6875
3170,2,1,5,3,1717.93,84,6699.927,1400,2046.357794
3171,1,3,3,9,2079.0,84,8108.1,1770,2457.0
3172,2,1,5,6,1717.93,82,6699.927,1400,1581.276477
3173,2,1,2,6,1717.93,85,6699.927,1400,2365.674098
3174,7,2,5,6,1561.76,88,6090.864,1925,1542.714146
3175,1,3,4,3,2079.0,85,8108.1,1770,2275.662162
3176,7,2,6,9,1561.76,75,6090.864,1925,1346.344828
3177,1,3,5,3,2079.0,79,8108.1,1770,2699.597015
3178,7,2,4,12,1561.76,84,6090.864,1925,1368.733483
3179,1,3,2,6,2079.0,78,8108.1,1770,2440.565217
3180,1,3,7,5,2079.0,95,8108.1,1770,3638.25
3181,2,1,7,1,1717.93,98,6699.927,1400,3142.554878
3182,1,3,2,5,2079.0,77,8108.1,1770,1925.0
3183,7,2,5,6,1561.76,77,6090.864,1925,1779.220253
3184,1,3,4,5,2079.0,89,8108.1,1770,2328.48
3185,1,3,6,12,2079.0,89,8108.1,1770,2740.5
3186,7,2,6,1,1561.76,88,6090.864,1925,1901.273043
3187,4,6,1,3,623.48,93,2431.572,1950,1016.543478
3188,7,2,3,3,1561.76,86,6090.864,1925,1488.265412
3189,2,1,5,3,1717.93,76,6699.927,1400,1814.714789
3190,5,7,7,1,1363.71,100,5318.469,1850,2659.2345
3191,7,2,1,3,1561.76,100,6090.864,1925,2953.763478
3192,2,1,2,5,1717.93,77,6699.927,1400,1932.67125
3193,7,2,2,4,1561.76,89,6090.864,1925,1331.045455
3194,1,3,4,5,2079.0,88,8108.1,1770,2563.150685
3195,1,3,4,3,2079.0,82,8108.1,1770,2782.661538
3196,2,1,1,4,1717.93,97,6699.927,1400,3070.342979
3197,7,2,4,5,1561.76,84,6090.864,1925,1599.851707
3198,1,3,1,1,2079.0,100,8108.1,1770,3827.25
3199,4,6,6,12,623.48,77,2431.572,1950,638.6868293
3200,1,3,6,9,2079.0,84,8108.1,1770,2201.294118
3201,2,1,6,3,1717.93,88,6699.927,1400,2490.9985
3202,1,3,4,3,2079.0,75,8108.1,1770,2030.651163
3203,7,2,3,9,1561.76,89,6090.864,1925,1774.727273
3204,1,3,4,3,2079.0,89,8108.1,1770,2740.5
3205,4,6,2,6,623.48,76,2431.572,1950,731.9113043
3206,1,3,6,9,2079.0,84,8108.1,1770,2338.875
3207,7,2,6,5,1561.76,88,6090.864,1925,1998.134118
3208,1,3,5,6,2079.0,76,8108.1,1770,2028.903614
3209,1,3,2,6,2079.0,80,8108.1,1770,1885.604651
3210,4,6,1,3,623.48,94,2431.572,1950,1174.462326
3211,2,1,1,4,1717.93,97,6699.927,1400,3595.667442
3212,2,1,5,3,1717.93,79,6699.927,1400,1698.408068
3213,2,1,5,6,1717.93,77,6699.927,1400,2004.251667
3214,7,2,2,5,1561.76,80,6090.864,1925,1421.377079
3215,1,3,4,3,2079.0,85,8108.1,1770,2306.835616
3216,7,2,6,5,1561.76,78,6090.864,1925,1301.466667
3217,7,2,6,1,1561.76,90,6090.864,1925,1368.733483
3218,1,3,6,9,2079.0,77,8108.1,1770,1973.734177
3219,1,3,3,5,2079.0,87,8108.1,1770,2002.0
3220,7,2,4,6,1561.76,81,6090.864,1925,1488.265412
3221,7,2,3,6,1561.76,88,6090.864,1925,1602.858947
3222,7,2,5,12,1561.76,88,6090.864,1925,1756.98
3223,1,3,4,3,2079.0,80,8108.1,1770,2673.0
3224,2,1,3,9,1717.93,77,6699.927,1400,1464.144886
3225,1,3,1,1,2079.0,97,8108.1,1770,3742.2
3226,7,2,2,6,1561.76,79,6090.864,1925,1925.457534
3227,7,2,6,12,1561.76,85,6090.864,1925,1362.0
3228,1,3,6,12,2079.0,75,8108.1,1770,2027.025
3229,7,2,3,5,1561.76,83,6090.864,1925,2304.236066
3230,1,3,2,6,2079.0,76,8108.1,1770,2102.359551
3231,2,1,2,3,1717.93,81,6699.927,1400,2089.374324
3232,7,2,6,12,1561.76,81,6090.864,1925,1681.895385
3233,1,3,2,5,2079.0,79,8108.1,1770,2530.956522
3234,7,2,6,1,1561.76,84,6090.864,1925,1457.642667
3235,7,2,4,6,1561.76,75,6090.864,1925,2073.812459
3236,1,3,5,3,2079.0,78,8108.1,1770,2055.375
3237,1,3,2,6,2079.0,77,8108.1,1770,2917.306452
3238,1,3,7,6,2079.0,100,8108.1,1770,4019.4
3239,7,2,3,6,1561.76,88,6090.864,1925,1719.912911
3240,7,2,1,3,1561.76,92,6090.864,1925,3123.52
3241,7,2,6,12,1561.76,83,6090.864,1925,1722.529412
3242,2,1,1,1,1717.93,97,6699.927,1400,2791.63625
3243,1,3,2,5,2079.0,89,8108.1,1770,2316.6
3244,1,3,3,9,2079.0,89,8108.1,1770,1962.202247
3245,1,3,2,6,2079.0,89,8108.1,1770,2659.897059
3246,1,3,2,6,2079.0,90,8108.1,1770,2328.48
3247,2,1,5,3,1717.93,79,6699.927,1400,1737.232584
3248,5,7,1,3,1363.71,93,5318.469,1850,2694.15878
3249,7,2,3,6,1561.76,75,6090.864,1925,1621.827692
3250,2,1,2,6,1717.93,80,6699.927,1400,1656.575357
3251,1,3,3,9,2079.0,76,8108.1,1770,2384.735294
3252,2,1,3,6,1717.93,88,6699.927,1400,1576.453412
3253,2,1,1,3,1717.93,99,6699.927,1400,3142.554878
3254,1,3,6,9,2079.0,82,8108.1,1770,2528.513514
3255,1,3,1,1,2079.0,96,8108.1,1770,3803.04878
3256,7,2,3,5,1561.76,87,6090.864,1925,2007.977143
3257,2,1,5,1,1717.93,81,6699.927,1400,1855.3644
3258,7,2,5,6,1561.76,76,6090.864,1925,1925.457534
3259,7,2,4,5,1561.76,90,6090.864,1925,1541.990886
3260,1,3,6,12,2079.0,80,8108.1,1770,2371.816901
3261,2,1,6,6,1717.93,85,6699.927,1400,2112.209016
3262,4,6,4,3,623.48,79,2431.572,1950,640.5616438
3263,1,3,1,1,2079.0,100,8108.1,1770,4521.825
3264,1,3,1,3,2079.0,99,8108.1,1770,3492.72
3265,1,3,4,3,2079.0,90,8108.1,1770,2673.0
3266,1,3,5,6,2079.0,87,8108.1,1770,2494.8
3267,7,2,6,9,1561.76,87,6090.864,1925,1740.246857
3268,1,3,7,6,2079.0,100,8108.1,1770,3378.375
3269,7,2,6,9,1561.76,76,6090.864,1925,1541.210526
3270,1,3,6,12,2079.0,89,8108.1,1770,2970.0
3271,1,3,2,6,2079.0,77,8108.1,1770,2530.956522
3272,1,3,4,3,2079.0,77,8108.1,1770,2970.0
3273,4,6,4,5,623.48,82,2431.572,1950,567.4368539
3274,1,3,4,5,2079.0,89,8108.1,1770,2551.5
3275,1,3,6,12,2079.0,81,8108.1,1770,2728.6875
3276,1,3,7,6,2079.0,91,8108.1,1770,3543.75
3277,4,6,3,9,623.48,89,2431.572,1950,646.5718519
3278,1,3,6,9,2079.0,87,8108.1,1770,2917.306452
3279,7,2,3,6,1561.76,75,6090.864,1925,1457.642667
3280,1,3,6,9,2079.0,90,8108.1,1770,2030.651163
3281,2,1,7,6,1717.93,98,6699.927,1400,3355.956279
3282,7,2,5,6,1561.76,75,6090.864,1925,1660.60557
3283,1,3,7,6,2079.0,97,8108.1,1770,3508.3125
3284,2,1,3,6,1717.93,82,6699.927,1400,2197.939853
3285,1,3,5,3,2079.0,81,8108.1,1770,2150.689655
3286,7,2,5,6,1561.76,89,6090.864,1925,1925.457534
3287,1,3,2,6,2079.0,83,8108.1,1770,1962.202247
3288,2,1,1,3,1717.93,93,6699.927,1400,3268.257073
3289,7,2,4,9,1561.76,84,6090.864,1925,1464.15
3290,1,3,4,9,2079.0,90,8108.1,1770,2371.816901
3291,5,7,2,6,1363.71,77,5318.469,1850,1561.089079
3292,5,7,6,5,1363.71,77,5318.469,1850,1547.995135
3293,2,1,6,6,1717.93,90,6699.927,1400,1840.639286
3294,4,6,2,6,623.48,87,2431.572,1950,721.4554286
3295,7,2,5,6,1561.76,89,6090.864,1925,2150.620328
3296,7,2,7,6,1561.76,98,6090.864,1925,2707.050667
3297,1,3,1,1,2079.0,91,8108.1,1770,4252.5
3298,7,2,4,6,1561.76,81,6090.864,1925,1698.414
3299,2,1,6,3,1717.93,76,6699.927,1400,1488.872667
3300,1,3,6,9,2079.0,84,8108.1,1770,2165.625
3301,2,1,1,3,1717.93,94,6699.927,1400,3513.947727
3302,7,2,6,6,1561.76,75,6090.864,1925,2186.464
3303,7,2,6,9,1561.76,77,6090.864,1925,2227.428197
3304,2,1,1,3,1717.93,94,6699.927,1400,3513.947727
3305,1,3,4,3,2079.0,82,8108.1,1770,1930.5
3306,1,3,5,3,2079.0,84,8108.1,1770,2129.707317
3307,1,3,2,6,2079.0,78,8108.1,1770,2606.507463
3308,2,1,6,6,1717.93,82,6699.927,1400,1651.855769
3309,2,1,7,4,1717.93,94,6699.927,1400,2960.687872
3310,1,3,3,9,2079.0,81,8108.1,1770,2547.507042
3311,1,3,1,1,2079.0,91,8108.1,1770,3564.0
3312,7,2,1,3,1561.76,96,6090.864,1925,3045.432
3313,4,6,4,6,623.48,82,2431.572,1950,657.1816216
3314,2,1,1,4,1717.93,98,6699.927,1400,3435.86
3315,1,3,5,9,2079.0,78,8108.1,1770,2371.816901
3316,7,2,7,6,1561.76,100,6090.864,1925,2856.878049
3317,1,3,1,3,2079.0,97,8108.1,1770,3955.170732
3318,1,3,1,1,2079.0,93,8108.1,1770,3827.25
3319,1,3,5,6,2079.0,77,8108.1,1770,1863.931034
3320,1,3,4,3,2079.0,78,8108.1,1770,2444.22973
3321,2,1,1,1,1717.93,90,6699.927,1400,3113.748125
3322,1,3,2,6,2079.0,87,8108.1,1770,1751.966292
3323,1,3,3,5,2079.0,88,8108.1,1770,2530.956522
3324,7,2,4,5,1561.76,83,6090.864,1925,1474.020674
3325,7,2,7,5,1561.76,99,6090.864,1925,2440.25
3326,7,2,5,6,1561.76,85,6090.864,1925,1378.023529
3327,1,3,3,9,2079.0,86,8108.1,1770,2405.7
3328,1,3,1,1,2079.0,99,8108.1,1770,3880.8
3329,7,2,5,9,1561.76,79,6090.864,1925,1916.705455
3330,4,6,6,12,623.48,76,2431.572,1950,793.52
3331,4,6,2,6,623.48,78,2431.572,1950,733.0102703
3332,1,3,1,1,2079.0,92,8108.1,1770,4521.825
3333,7,2,6,9,1561.76,76,6090.864,1925,1646.179459
3334,1,3,2,5,2079.0,88,8108.1,1770,2106.0
3335,7,2,5,12,1561.76,87,6090.864,1925,1735.288889
3336,7,2,5,6,1561.76,86,6090.864,1925,2058.683636
3337,1,3,5,3,2079.0,77,8108.1,1770,1962.202247
3338,1,3,4,5,2079.0,80,8108.1,1770,2405.7
3339,2,1,7,6,1717.93,97,6699.927,1400,2960.687872
3340,7,2,6,5,1561.76,77,6090.864,1925,1617.537143
3341,1,3,5,6,2079.0,78,8108.1,1770,1732.5
3342,2,1,7,1,1717.93,91,6699.927,1400,3142.554878
3343,1,3,7,5,2079.0,97,8108.1,1770,3848.361702
3344,1,3,5,3,2079.0,80,8108.1,1770,2411.64
3345,1,3,5,9,2079.0,85,8108.1,1770,2025.0
3346,1,3,2,6,2079.0,78,8108.1,1770,2862.885246
3347,2,1,3,3,1717.93,85,6699.927,1400,2197.939853
3348,7,2,5,6,1561.76,79,6090.864,1925,2150.620328
3349,2,1,4,12,1717.93,77,6699.927,1400,1673.308442
3350,7,2,7,5,1561.76,98,6090.864,1925,2390.44898
3351,2,1,5,3,1717.93,84,6699.927,1400,2140.805077
3352,2,1,1,3,1717.93,94,6699.927,1400,2863.216667
3353,7,2,6,1,1561.76,78,6090.864,1925,1660.60557
3354,1,3,6,5,2079.0,88,8108.1,1770,2444.22973
3355,7,2,4,6,1561.76,85,6090.864,1925,1952.2
3356,7,2,4,5,1561.76,77,6090.864,1925,1543.386353
3357,1,3,5,9,2079.0,78,8108.1,1770,2153.25
3358,4,6,7,1,623.48,100,2431.572,1950,1246.96
3359,7,2,1,1,1561.76,94,6090.864,1925,2546.347826
3360,1,3,6,9,2079.0,84,8108.1,1770,2129.707317
3361,2,1,6,3,1717.93,83,6699.927,1400,1982.226923
3362,2,1,2,3,1717.93,81,6699.927,1400,2319.2055
3363,1,3,5,3,2079.0,80,8108.1,1770,2475.0
3364,7,2,6,5,1561.76,78,6090.864,1925,1913.705915
3365,2,1,4,3,1717.93,80,6699.927,1400,1786.6472
3366,2,1,6,9,1717.93,90,6699.927,1400,1540.213103
3367,7,2,7,5,1561.76,99,6090.864,1925,2900.411429
3368,2,1,2,4,1717.93,84,6699.927,1400,1590.675926
3369,4,6,7,6,623.48,100,2431.572,1950,1047.4464
3370,7,2,4,6,1561.76,86,6090.864,1925,2090.355692
3371,7,2,4,5,1561.76,75,6090.864,1925,2156.71619
3372,7,2,3,5,1561.76,87,6090.864,1925,2231.085714
3373,7,2,6,9,1561.76,90,6090.864,1925,2162.436923
3374,1,3,5,3,2079.0,82,8108.1,1770,2126.25
3375,7,2,4,5,1561.76,76,6090.864,1925,2156.71619
3376,2,1,4,12,1717.93,80,6699.927,1400,1906.196301
3377,7,2,4,5,1561.76,77,6090.864,1925,1913.705915
3378,1,3,5,3,2079.0,84,8108.1,1770,2310.0
3379,1,3,1,1,2079.0,95,8108.1,1770,3243.24
3380,1,3,4,5,2079.0,77,8108.1,1770,2430.0
3381,2,1,2,3,1717.93,87,6699.927,1400,1987.890429
3382,1,3,7,6,2079.0,97,8108.1,1770,3436.714286
3383,1,3,3,9,2079.0,86,8108.1,1770,2635.352113
3384,4,6,3,5,623.48,83,2431.572,1950,684.9498592
3385,1,3,4,3,2079.0,82,8108.1,1770,2210.582278
3386,1,3,1,1,2079.0,96,8108.1,1770,3309.428571
3387,1,3,2,6,2079.0,86,8108.1,1770,1949.0625
3388,1,3,1,1,2079.0,93,8108.1,1770,4455.0
3389,1,3,7,5,2079.0,97,8108.1,1770,3626.162791
3390,7,2,5,6,1561.76,81,6090.864,1925,1378.023529
3391,7,2,3,5,1561.76,83,6090.864,1925,1331.045455
3392,7,2,1,3,1561.76,93,6090.864,1925,2750.055652
3393,1,3,3,5,2079.0,90,8108.1,1770,2079.0
3394,2,1,1,3,1717.93,90,6699.927,1400,3313.150714
3395,4,6,5,9,623.48,79,2431.572,1950,585.9209639
3396,1,3,6,9,2079.0,79,8108.1,1770,2227.5
3397,5,7,2,5,1363.71,78,5318.469,1850,1636.452
3398,7,2,1,4,1561.76,96,6090.864,1925,2811.168
3399,2,1,3,9,1717.93,76,6699.927,1400,1840.639286
3400,2,1,5,1,1717.93,85,6699.927,1400,1552.346386
3401,1,3,5,3,2079.0,77,8108.1,1770,1892.123596
3402,7,2,7,1,1561.76,95,6090.864,1925,2691.54383
3403,5,7,6,9,1363.71,86,5318.469,1850,1472.8068
3404,1,3,4,3,2079.0,85,8108.1,1770,2574.0
3405,2,1,4,12,1717.93,80,6699.927,1400,2290.573333
3406,7,2,6,5,1561.76,89,6090.864,1925,1642.89039
3407,7,2,5,6,1561.76,77,6090.864,1925,1732.911781
3408,7,2,4,3,1561.76,89,6090.864,1925,1378.023529
3409,2,1,1,3,1717.93,97,6699.927,1400,3435.86
3410,7,2,7,1,1561.76,94,6090.864,1925,3428.253659
3411,1,3,4,3,2079.0,87,8108.1,1770,2686.707692
3412,2,1,5,6,1717.93,79,6699.927,1400,1789.510417
3413,7,2,7,6,1561.76,93,6090.864,1925,3268.8
3414,2,1,6,12,1717.93,81,6699.927,1400,2166.085652
3415,1,3,6,12,2079.0,88,8108.1,1770,2245.32
3416,1,3,2,5,2079.0,84,8108.1,1770,2268.0
3417,1,3,4,3,2079.0,83,8108.1,1770,2547.507042
3418,2,1,2,6,1717.93,76,6699.927,1400,2045.154762
3419,7,2,4,6,1561.76,75,6090.864,1925,2304.236066
3420,7,2,3,5,1561.76,79,6090.864,1925,2196.225
3421,5,7,7,1,1363.71,93,5318.469,1850,2087.311224
3422,2,1,1,3,1717.93,97,6699.927,1400,3025.050652
3423,7,2,5,12,1561.76,88,6090.864,1925,1656.989268
3424,1,3,6,9,2079.0,82,8108.1,1770,2104.9875
3425,5,7,7,5,1363.71,92,5318.469,1850,2630.012143
3426,1,3,1,3,2079.0,91,8108.1,1770,4677.75
3427,7,2,4,6,1561.76,88,6090.864,1925,1482.683544
3428,7,2,1,3,1561.76,99,6090.864,1925,2856.878049
3429,1,3,5,6,2079.0,85,8108.1,1770,2461.973684
3430,7,2,6,12,1561.76,83,6090.864,1925,1807.179429
3431,7,2,5,9,1561.76,89,6090.864,1925,1781.726197
3432,2,1,4,5,1717.93,87,6699.927,1400,1634.128537
3433,2,1,2,3,1717.93,88,6699.927,1400,1950.082703
3434,7,2,5,9,1561.76,76,6090.864,1925,1450.205714
3435,1,3,7,6,2079.0,97,8108.1,1770,3118.5
3436,1,3,1,3,2079.0,95,8108.1,1770,3955.170732
3437,7,2,5,12,1561.76,88,6090.864,1925,1639.848
3438,1,3,2,6,2079.0,86,8108.1,1770,2751.617647
3439,1,3,2,6,2079.0,84,8108.1,1770,3017.903226
3440,5,7,3,9,1363.71,86,5318.469,1850,1507.258421
3441,1,3,2,6,2079.0,81,8108.1,1770,1871.1
3442,1,3,1,1,2079.0,97,8108.1,1770,3525.26087
3443,4,6,1,3,623.48,99,2431.572,1950,1039.133333
3444,7,2,5,12,1561.76,78,6090.864,1925,1598.507294
3445,1,3,5,6,2079.0,86,8108.1,1770,2028.903614
3446,2,1,2,3,1717.93,81,6699.927,1400,1696.184051
3447,7,2,4,5,1561.76,90,6090.864,1925,1847.716056
3448,2,1,3,12,1717.93,84,6699.927,1400,2153.822687
3449,4,6,4,6,623.48,78,2431.572,1950,831.3066667
3450,1,3,5,9,2079.0,78,8108.1,1770,2384.735294
3451,7,2,6,9,1561.76,80,6090.864,1925,1861.275616
3452,2,1,6,9,1717.93,81,6699.927,1400,2410.64371
3453,7,2,4,5,1561.76,75,6090.864,1925,2267.070968
3454,7,2,6,1,1561.76,78,6090.864,1925,1488.265412
3455,1,3,5,3,2079.0,75,8108.1,1770,2475.0
3456,7,2,4,6,1561.76,84,6090.864,1925,1741.963077
3457,1,3,2,6,2079.0,76,8108.1,1770,1842.75
3458,1,3,1,1,2079.0,93,8108.1,1770,4158.0
3459,1,3,5,6,2079.0,89,8108.1,1770,2316.6
3460,7,2,4,6,1561.76,75,6090.864,1925,1474.020674
3461,1,3,6,9,2079.0,88,8108.1,1770,2187.0
3462,1,3,4,5,2079.0,78,8108.1,1770,1892.123596
3463,2,1,3,9,1717.93,86,6699.927,1400,1581.276477
3464,1,3,2,5,2079.0,82,8108.1,1770,2871.0
3465,7,2,4,6,1561.76,86,6090.864,1925,1579.92
3466,7,2,4,5,1561.76,89,6090.864,1925,1405.584
3467,1,3,4,3,2079.0,89,8108.1,1770,2133.710526
3468,7,2,6,12,1561.76,80,6090.864,1925,2007.977143
3469,7,2,5,9,1561.76,75,6090.864,1925,1874.112
3470,1,3,6,12,2079.0,75,8108.1,1770,3017.903226
3471,5,7,1,1,1363.71,90,5318.469,1850,2524.314255
3472,7,2,3,5,1561.76,81,6090.864,1925,2030.288
3473,1,3,4,3,2079.0,86,8108.1,1770,2740.5
3474,7,2,3,5,1561.76,75,6090.864,1925,1791.430588
3475,7,2,7,5,1561.76,92,6090.864,1925,3159.84
3476,7,2,1,3,1561.76,99,6090.864,1925,2768.574545
3477,2,1,1,4,1717.93,99,6699.927,1400,3361.167391
3478,7,2,5,6,1561.76,90,6090.864,1925,1681.895385
3479,7,2,1,3,1561.76,97,6090.864,1925,3162.564
3480,7,2,2,5,1561.76,77,6090.864,1925,1509.701333
3481,1,3,2,5,2079.0,89,8108.1,1770,2310.0
3482,1,3,7,1,2079.0,97,8108.1,1770,3243.24
3483,7,2,6,5,1561.76,81,6090.864,1925,1653.628235
3484,1,3,7,5,2079.0,97,8108.1,1770,4563.658537
3485,1,3,4,3,2079.0,82,8108.1,1770,2551.5
3486,7,2,6,12,1561.76,75,6090.864,1925,1781.726197
3487,1,3,2,5,2079.0,81,8108.1,1770,2238.923077
3488,7,2,7,5,1561.76,98,6090.864,1925,2707.050667
3489,1,3,4,3,2079.0,84,8108.1,1770,2368.481013
3490,2,1,7,5,1717.93,95,6699.927,1400,3206.802667
3491,7,2,7,1,1561.76,96,6090.864,1925,2851.909565
3492,5,7,7,5,1363.71,90,5318.469,1850,2087.311224
3493,7,2,4,6,1561.76,82,6090.864,1925,1673.314286
3494,2,1,4,6,1717.93,78,6699.927,1400,1658.691034
3495,1,3,1,3,2079.0,98,8108.1,1770,4206.348837
3496,2,1,3,12,1717.93,79,6699.927,1400,1677.97814
3497,2,1,6,9,1717.93,88,6699.927,1400,1447.69382
3498,7,2,6,5,1561.76,79,6090.864,1925,1649.746479
3499,7,2,1,3,1561.76,92,6090.864,1925,3123.52
3500,2,1,2,5,1717.93,89,6699.927,1400,2089.374324
3501,2,1,2,6,1717.93,89,6699.927,1400,1916.152692
3502,7,2,5,9,1561.76,86,6090.864,1925,1642.89039
3503,1,3,7,5,2079.0,97,8108.1,1770,3742.2
3504,1,3,5,9,2079.0,75,8108.1,1770,2583.9
3505,4,6,4,5,623.48,78,2431.572,1950,753.759403
3506,7,2,7,6,1561.76,98,6090.864,1925,3050.88
3507,1,3,5,9,2079.0,77,8108.1,1770,2711.73913
3508,4,6,2,5,623.48,84,2431.572,1950,585.9209639
3509,1,3,5,9,2079.0,88,8108.1,1770,2556.147541
3510,1,3,2,5,2079.0,78,8108.1,1770,2615.516129
3511,7,2,4,5,1561.76,82,6090.864,1925,1582.864865
3512,1,3,5,6,2079.0,87,8108.1,1770,1822.044944
3513,7,2,6,1,1561.76,78,6090.864,1925,2115.932903
3514,1,3,4,6,2079.0,87,8108.1,1770,2411.64
3515,1,3,6,12,2079.0,87,8108.1,1770,2835.0
3516,7,2,3,5,1561.76,76,6090.864,1925,1561.76
3517,7,2,2,4,1561.76,79,6090.864,1925,1691.906667
3518,1,3,2,6,2079.0,84,8108.1,1770,1913.625
3519,1,3,5,6,2079.0,88,8108.1,1770,1930.5
3520,1,3,7,5,2079.0,94,8108.1,1770,3309.428571
3521,2,1,3,12,1717.93,76,6699.927,1400,2186.456364
3522,2,1,2,6,1717.93,85,6699.927,1400,2078.141129
3523,1,3,4,3,2079.0,85,8108.1,1770,1984.5
3524,1,3,2,5,2079.0,90,8108.1,1770,2201.294118
3525,2,1,4,9,1717.93,90,6699.927,1400,2030.280909
3526,2,1,1,3,1717.93,92,6699.927,1400,2899.006875
3527,7,2,7,5,1561.76,92,6090.864,1925,3050.88
3528,1,3,2,5,2079.0,78,8108.1,1770,1977.585366
3529,2,1,5,6,1717.93,80,6699.927,1400,2327.518065
3530,2,1,5,12,1717.93,88,6699.927,1400,1696.979634
3531,2,1,7,4,1717.93,98,6699.927,1400,2863.216667
3532,1,3,5,6,2079.0,82,8108.1,1770,2476.455882
3533,1,3,7,5,2079.0,96,8108.1,1770,4158.0
3534,7,2,5,6,1561.76,78,6090.864,1925,1331.045455
3535,2,1,5,1,1717.93,84,6699.927,1400,1480.974138
3536,1,3,5,6,2079.0,80,8108.1,1770,2030.651163
3537,2,1,5,3,1717.93,84,6699.927,1400,1992.7988
3538,7,2,7,1,1561.76,95,6090.864,1925,2811.168
3539,7,2,6,12,1561.76,90,6090.864,1925,1913.705915
3540,1,3,6,9,2079.0,78,8108.1,1770,1935.62069
3541,4,6,3,6,623.48,83,2431.572,1950,825.1941176
3542,7,2,5,6,1561.76,82,6090.864,1925,1428.439024
3543,2,1,5,1,1717.93,83,6699.927,1400,1660.665667
3544,1,3,4,3,2079.0,87,8108.1,1770,1834.411765
3545,2,1,5,1,1717.93,88,6699.927,1400,1695.325658
3546,4,6,7,5,623.48,93,2431.572,1950,1122.264
3547,1,3,4,5,2079.0,86,8108.1,1770,2862.885246
3548,1,3,2,5,2079.0,85,8108.1,1770,2179.192771
3549,7,2,7,4,1561.76,96,6090.864,1925,3346.628571
3550,4,6,5,6,623.48,82,2431.572,1950,640.5616438
3551,7,2,7,1,1561.76,92,6090.864,1925,3194.509091
3552,7,2,5,12,1561.76,88,6090.864,1925,1561.76
3553,1,3,5,3,2079.0,78,8108.1,1770,2568.176471
3554,2,1,7,5,1717.93,91,6699.927,1400,3393.959268
3555,2,1,6,1,1717.93,80,6699.927,1400,2273.730882
3556,7,2,3,3,1561.76,79,6090.864,1925,1619.602963
3557,1,3,5,6,2079.0,79,8108.1,1770,2260.9125
3558,7,2,6,9,1561.76,90,6090.864,1925,1976.6025
3559,1,3,4,3,2079.0,83,8108.1,1770,2547.507042
3560,1,3,3,5,2079.0,85,8108.1,1770,1732.5
3561,1,3,2,5,2079.0,87,8108.1,1770,2923.59375
3562,1,3,7,6,2079.0,90,8108.1,1770,3617.46
3563,1,3,2,6,2079.0,87,8108.1,1770,2268.0
3564,2,1,1,3,1717.93,95,6699.927,1400,3607.653
3565,1,3,5,6,2079.0,82,8108.1,1770,1771.875
3566,1,3,3,6,2079.0,81,8108.1,1770,2583.9
3567,1,3,5,3,2079.0,81,8108.1,1770,2751.617647
3568,7,2,3,5,1561.76,83,6090.864,1925,1561.76
3569,7,2,5,9,1561.76,77,6090.864,1925,1920.196721
3570,1,3,3,9,2079.0,84,8108.1,1770,2196.126761
3571,1,3,7,6,2079.0,99,8108.1,1770,4365.9
3572,5,7,5,9,1363.71,89,5318.469,1850,1719.460435
3573,7,2,2,6,1561.76,75,6090.864,1925,1899.437838
3574,7,2,2,6,1561.76,77,6090.864,1925,1888.09791
3575,1,3,4,3,2079.0,89,8108.1,1770,2106.0
3576,2,1,1,3,1717.93,91,6699.927,1400,2989.1982
3577,4,6,6,1,623.48,85,2431.572,1950,644.9793103
3578,7,2,4,4,1561.76,86,6090.864,1925,1933.607619
3579,7,2,1,3,1561.76,98,6090.864,1925,2768.574545
3580,2,1,5,1,1717.93,76,6699.927,1400,1737.90593
